0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0002,0.0024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3642,0.0001,0.6796
0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0070,0.0000,0.0000,0.0000,0.0011,0.0000
0.0000,0.0024,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000,0.0001,0.0000,0.0000,0.5291
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0070,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0018,0.0002,0.0000
0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0109,0.0343,0.0000
0.0000,0.0000,0.3642,0.0000,0.0000,0.0000,0.0000,0.0018,0.0109,0.0000,0.0000,0.0000
0.0000,0.0007,0.0001,0.0011,0.0000,0.0000,0.0001,0.0002,0.0343,0.0000,0.0000,0.0062
0.0000,0.0000,0.6796,0.0000,0.5291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0062,0.0000
