0.0000,0.0000,0.0000,0.0034,0.0000,0.0155,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2070
0.0000,0.0000,0.0000,0.9043,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0006,0.0000,0.0000,0.8709,0.0000,0.0000
0.0000,0.0000,0.0000,0.0001,0.0074,0.0702,0.0592,0.0000,0.0000,0.9192,0.0000,0.1938,0.0000,0.0567,0.0102,0.0000
0.0034,0.9043,0.0001,0.0000,0.0003,0.0522,0.5588,0.0952,0.0023,0.0002,0.0003,0.0000,0.0000,0.0170,0.0047,0.0152
0.0000,0.0000,0.0074,0.0003,0.0000,0.0000,0.0362,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0097,0.8200,0.0000
0.0155,0.0000,0.0702,0.0522,0.0000,0.0000,0.0028,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0294,0.9921,0.0000
0.0000,0.0001,0.0592,0.5588,0.0362,0.0028,0.0000,0.0000,0.0000,0.0002,0.0022,0.2885,0.0006,0.0093,0.5113,0.0012
0.0000,0.0000,0.0000,0.0952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0073,0.0084,0.0000,0.0421
0.0000,0.0000,0.0000,0.0023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1713,0.0000,0.0000,0.0173,0.0000,0.0000
0.0000,0.0000,0.9192,0.0002,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0012,0.0086,0.0000,0.1076,0.0010,0.0000
0.0000,0.0006,0.0000,0.0003,0.0001,0.0004,0.0022,0.0000,0.1713,0.0012,0.0000,0.0000,0.0002,0.0150,0.0003,0.0001
0.0000,0.0000,0.1938,0.0000,0.0000,0.0000,0.2885,0.0000,0.0000,0.0086,0.0000,0.0000,0.5201,0.1696,0.2058,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.0073,0.0000,0.0000,0.0002,0.5201,0.0000,0.0000,0.0000,0.0647
0.0000,0.8709,0.0567,0.0170,0.0097,0.0294,0.0093,0.0084,0.0173,0.1076,0.0150,0.1696,0.0000,0.0000,0.0005,0.0000
0.0000,0.0000,0.0102,0.0047,0.8200,0.9921,0.5113,0.0000,0.0000,0.0010,0.0003,0.2058,0.0000,0.0005,0.0000,0.7260
0.2070,0.0000,0.0000,0.0152,0.0000,0.0000,0.0012,0.0421,0.0000,0.0000,0.0001,0.0000,0.0647,0.0000,0.7260,0.0000
